ID,Work Item Type,Title,Assigned To,State,Tags,Acceptance Criteria,Description
"2","Epic","EP-02 Gestión de Cuentas Bancarias",,"New",,,"<p>Como administrador del Banco Digital, quiero un sistema de gestión de productos financieros que permita la apertura, consulta de saldos y control de estados de cuenta, para asegurar la correcta administración del dinero de nuestros clientes </p><h3> </h3><br> "
"3","Epic","EP-03 Gestión de Transacciones",,"New",,,"<div style=""margin-top:14px;margin-bottom:14px;"">Como Administrador del Banco Digital, quiero disponer de un motor transaccional de alta disponibilidad que permita el flujo de fondos (entradas, salidas y traslados) en tiempo real. Esta épica agrupa las funcionalidades críticas de movimiento de capital, garantizando la atomicidad de las operaciones (asegurar que cada transacción se complete correctamente o se revierta en su totalidad ante fallos), el cumplimiento de protocolos de seguridad bancaria y la sincronización inmediata del saldo disponible del cliente.<br> </div><div style=""margin-top:14px;margin-bottom:14px;""> </div> "
"11","Feature","FT-02 Automatización de Apertura de Productos de Ahorro","DIANA CAROLINA HUERTAS GONZALEZ <diana.huertas@udea.edu.co>","Active",,,"<div>Esta funcionalidad habilita la creación inmediata y automática de productos financieros una vez que el usuario completa su registro. El objetivo es eliminar los tiempos de espera manuales y permitir que el cliente sea transaccional desde el primer minuto, asignando de forma inteligente números de cuenta únicos y configurando los estados iniciales de saldo y operatividad en el Core Bancario<br> </div><div> </div>"
"12","Feature","FT-06 Consulta Detallada de Productos",,"Active",,,"<div><p>Componente técnico encargado de la recuperación y visualización de datos transaccionales en tiempo real. Este módulo integra el motor de búsqueda del núcleo bancario para presentar al usuario información precisa sobre saldos consolidados, estados de cuenta y el historial de movimientos, garantizando la integridad de los datos financieros consultados </p> </div><div><br> </div><div><br> </div>"
"13","Feature","FT-07 Dashboard Consolidado de Productos y Saldos",,"New",,,"<div><p>Módulo central de agregación de datos financieros encargado de identificar, agrupar y presentar todos los productos activos (cuentas de ahorro/corriente u otros productos financieros) vinculados al ID del cliente. Este componente integra en una sola consulta al core bancario la recuperación de metadatos del producto y el balance disponible en tiempo real, garantizando una visualización unificada y eficiente del patrimonio del usuario al iniciar su sesión </p><p> </p><br> </div>"
"15","Feature","FT-09 Módulo de Depósitos y Recargas de Capital",,"New",,,"<div><p>Servicio transaccional de alta disponibilidad encargado de procesar y validar el ingreso de fondos a las cuentas de los clientes. Este módulo actúa como la puerta de entrada de capital, integrándose con canales físicos (corresponsales bancarios) y digitales (pasarelas de pago o transferencias interbancarias). Su función principal es garantizar la atomicidad de la operación: asegurar que cada abono se refleje inmediatamente en el saldo disponible del usuario mientras genera un registro de auditoría (log) inalterable para el cumplimiento normativo y la prevención de lavado de activos </p> </div>"
"16","Feature","FT-10 Retiro de dinero",,"New",,,"<div><p>Componente de seguridad transaccional encargado de gestionar la disposición de efectivo desde las cuentas de los clientes. Este módulo implementa la lógica de <b>'</b>Retiro sin Tarjeta', coordinando la reserva temporal de fondos y la generación de claves dinámicas (OTP - One Time Password) con tiempo de expiración. Su objetivo es garantizar que la salida de dinero solo sea autorizada por el titular mediante factores de autenticación móvil, integrándose con la red de cajeros automáticos y corresponsales </p> </div>"
"17","Feature","FT-11 Transferencias Bancarias",,"New",,,"<div><p>Módulo transaccional de alta velocidad diseñado exclusivamente para el traslado de fondos entre productos de la misma entidad financiera. Al operar dentro del mismo Core Bancario, este servicio garantiza la inmediatez total y la gratuidad de la operación. Se encarga de validar la existencia del destinatario en la base de datos interna y ejecutar el doble asiento contable (débito/crédito) de forma síncrona </p> </div>"
"18","Feature","FT-13 Motor de Validación de Fondos Transversal y Reglas de Negocio",,"New",,,"<div><p>Módulo central de control encargado de la integridad transaccional del banco. Este componente actúa como un 'Gateway de Seguridad' que debe ser consultado obligatoriamente por cualquier servicio de salida de fondos (Retiros, Transferencias, Pagos). Su función es verificar en tiempo real dos condiciones críticas antes de autorizar un movimiento que son :&nbsp;<li><p>Disponibilidad de Liquidez: Que el saldo disponible sea suficiente para cubrir el monto </p> </li><li><p>Estado del Producto: Que la cuenta origen no presente bloqueos o estado cerrado.
Centralizar esta lógica garantiza que las reglas de negocio se apliquen de forma uniforme en todo el sistema </p> </li> </p> </div>"
"26","User Story","HU-06 Consulta Detallada de Productos y Movimientos",,"New",,"<div style=""box-sizing:border-box;""><b>Escenario 1: Visualización del historial de transacciones</b> </div><div style=""box-sizing:border-box;""><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Dado que el usuario entra al detalle de su cuenta de ahorros, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Cuando el sistema carga la información, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Entonces debe listar de forma cronológica (del más reciente al más antiguo) los últimos movimientos, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Y cada movimiento debe mostrar: fecha, descripción (ej: &quot;Retiro Cajero&quot;), tipo (Ingreso/Egreso) y el valor de la transacción. </p> </li> </ul><p style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Escenario 2: Diferenciación visual de ingresos y egresos</b> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Dado que el usuario visualiza su lista de movimientos, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Cuando el sistema detecta una consignación (entrada), debe mostrar el valor en color verde (o con signo +), </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Y cuando detecta un retiro o pago (salida), debe mostrar el valor en color rojo (o con signo -). </p> </li> </ul><p style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Escenario 3: Consulta de cuenta sin movimientos</b> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Dado que la cuenta es nueva o no ha tenido actividad en el último mes, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Cuando el usuario accede al detalle, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Entonces el sistema debe mostrar el mensaje: &quot;Aún no registras movimientos en este periodo&quot;. </p> </li> </ul><p style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Escenario 4: Actualización de movimientos en tiempo real</b> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Dado que el usuario acaba de realizar una transferencia, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Cuando regresa al detalle de su cuenta, </p> </li><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;"">Entonces el sistema debe refrescar la lista automáticamente para mostrar la transacción más reciente en el primer lugar. </p> </li> </ul> </div><br><br><br>","<div><div style=""box-sizing:border-box;"">Como cliente activo, quiero ver el detalle de mi cuenta y el listado de al menos 10 movimientos (compras, retiros o transferencias), para llevar un control preciso de mis gastos e ingresos recientes.<br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><br> </div>"
"31","User Story","HU-02 Creación Automatica de Cuenta Bancaria",,"New",,"<div><p><b>Escenario 1: Generación exitosa de número de cuenta</b> </p><ul><li><p>Dado que el perfil del usuario ha sido validado y guardado en la base de datos </p> </li><li><p>Cuando el proceso de registro finalice correctamente </p> </li><li><p>Entonces el sistema debe generar un número de cuenta de ahorros único de 10 dígitos (prefijo 500 para ahorros) </p> </li><li><p>Y el saldo inicial debe mostrarse en $0 COP. </p> </li> </ul><p><b>Escenario 2: Notificación de apertura al usuario</b> </p><ul><li><p>Dado que la cuenta fue creada con éxito en el núcleo bancario </p> </li><li><p>Cuando el usuario ingresa a su Dashboard por primera vez </p> </li><li><p>Entonces debe visualizar un mensaje de bienvenida con su nuevo número de cuenta y el estado &quot;Activo&quot; y su saldo </p> </li> </ul><br> </div>","<div><span style=""display:inline !important;"">Como usuario recién registrado, quiero que el sistema me asigne automáticamente una cuenta de ahorros, para empezar a usar los servicios del banco de inmediato</span><br> </div>"
